tree1,tree2,dist
3383,2060,0.00051880978500142
2373,2583,0.0005188685898051236
29,823,0.0005189074316133205
3364,1912,0.000519429123020913
1057,1452,0.0005194753373512027
3495,1538,0.0005202588868598555
668,2953,0.0005205008937383482
3677,3438,0.000521543512492997
1809,2015,0.0005215439403433372
227,1689,0.0005228513374561875
1032,2285,0.000524184758751739
481,3176,0.0005241884836185845
1221,2328,0.0005242405220716156
405,2253,0.0005252016677838277
649,2042,0.0005253112949092434
1397,1896,0.0005269434912473572
2959,3218,0.0005285397209056596
381,3445,0.0005292854363416807
690,1177,0.0005302850284283536
687,2881,0.0005313096184250774
1385,3612,0.0005327486246595337
279,760,0.0005328127033158115
3336,2330,0.0005328568646225662
3470,1850,0.0005328843902309786
813,3288,0.0005337402397931415
135,3446,0.0005342022911340033
3421,1282,0.0005345214181882406
891,1815,0.000535446344472227
454,3293,0.0005360265983449693
3478,3391,0.0005365988341750252
268,1715,0.0005368687813401135
376,3260,0.0005375411202094768
1320,3490,0.0005385571978932593
2359,3125,0.0005389043314106348
3559,3327,0.0005394015593936791
3787,3235,0.000540602834123426
1296,1461,0.0005418090060472329
3354,3553,0.0005428032425564278
3475,3649,0.0005434336623093526
3455,3555,0.000543631007287694
3372,3638,0.0005438662918832611
1541,3153,0.0005443477661735141
3480,1598,0.0005447120859321752
854,1011,0.0005488701770733143
3574,102,0.0005492509751121345
509,3620,0.0005503101459242848
600,2291,0.0005505212172158824
2548,3285,0.0005510652919055526
3367,3281,0.0005512351387016966
1009,1446,0.0005537344151251324
1403,1644,0.0005546330910405333
616,930,0.0005553901077577153
1977,3237,0.0005556095963092783
3420,1510,0.0005561273731383327
2468,3180,0.0005564007064811985
106,2755,0.0005594148311031527
2417,2789,0.0005595470207116534
3504,3774,0.0005596904968241459
851,3227,0.0005614001489168893
138,3357,0.000563420506087247
980,3058,0.0005645662735171558
1749,2222,0.0005658765367960727
312,2211,0.0005676003716067225
86,184,0.0005699784893830884
3517,3510,0.0005701086590299831
662,2613,0.0005707468140740829
618,1390,0.0005708660330485706
1915,1929,0.0005710004754699433
3709,1016,0.0005712542036708061
1181,2263,0.000571521096145465
888,1251,0.0005721987509656329
244,560,0.000572248267533786
946,1641,0.0005725338011701615
2517,3098,0.0005740943314045885
3703,1738,0.0005744171106903846
291,2835,0.0005755726677273577
3657,864,0.0005761847402665048
1190,3026,0.000576936720644787
3039,3267,0.0005781982591051074
1886,2978,0.0005783649679875769
637,747,0.0005785826162094249
732,3575,0.0005798785575114214
1223,2379,0.0005800672831144452
2164,3248,0.0005802561134153755
609,3186,0.000580925804412203
3511,3663,0.000581255378678194
48,3474,0.0005822235892557533
701,2095,0.0005824642884861174
724,856,0.0005867704048012207
788,3359,0.0005873273995270836
252,2351,0.0005876478623700436
2367,2655,0.0005877637551347653
748,3439,0.0005879909475333331
852,2638,0.0005887015311952827
3437,3371,0.0005890128408881715
3360,2035,0.0005914314294964574
2404,3297,0.0005916097960648146
3819,806,0.0005920697093862743
3548,3291,0.0005953061903449172
354,2617,0.0005953994192726617
1443,2644,0.0005965858975342103
0,160,0.0005972524432253309
374,440,0.0005988143682634263
2616,2950,0.0005992131159978688
3491,1639,0.0005996892490147364
628,2510,0.0005997088023819812
787,997,0.0006005786897851475
572,2767,0.0006011540176536975
1441,2271,0.0006016582580513248
1640,2808,0.0006036678473710366
3674,3016,0.0006047876313532707
90,2315,0.0006052360449156011
2466,3198,0.0006055536924085003
658,3851,0.0006060490729602446
3860,1928,0.0006068028847161198
1368,1966,0.0006074822089020757
3314,3007,0.0006078028410889148
402,2269,0.0006081078370975652
773,3538,0.0006122683388893498
1103,2230,0.0006129253733228365
3422,624,0.0006136171795273013
97,677,0.0006139281051656155
661,1476,0.000613952203519853
588,3730,0.0006146090600683204
968,3145,0.0006147316593941229
848,1366,0.0006167450887092883
674,3800,0.0006200236147470041
75,3404,0.0006204665994776863
673,2771,0.0006214843790277175
2388,2472,0.0006215181002647528
585,3554,0.0006219039060897831
536,3571,0.0006221706806418936
3639,3310,0.0006225741027798791
3711,3049,0.0006234758770934483
411,1660,0.0006246059848062126
2167,2306,0.0006248163029980783
3597,1114,0.0006250648918860579
434,2623,0.0006267418556712527
3441,3059,0.0006283918602601087
3399,2671,0.000630932472392539
62,1547,0.0006311071761507178
3706,3020,0.0006333684800375085
180,3253,0.0006340656408615267
1477,3521,0.0006340748235907617
3745,2184,0.000635860401103347
181,2106,0.0006378647268609362
3341,2737,0.0006399574103450427
3462,2358,0.000640575960414066
317,1254,0.0006407223429020486
3400,3228,0.0006422430668313467
947,3668,0.0006428270405451804
3355,3369,0.0006435734123523135
564,895,0.0006436585733571552
3615,215,0.0006447737378567978
1594,2305,0.000645776711416076
2023,2743,0.000646476412968321
2552,3074,0.000648889703530102
2123,2985,0.0006516299868336607
79,2804,0.0006516793528292264
1438,2508,0.0006517880867281216
784,1208,0.0006522853043171017
3395,1522,0.0006529923371305785
3646,821,0.00065546868569933
936,2821,0.0006574083709850118
991,3279,0.000658283559788116
3599,3055,0.0006588365948164039
293,3374,0.0006606113457745255
3337,2609,0.000662162720158007
951,1577,0.0006631194305367488
3447,2252,0.0006643524049281882
949,2267,0.0006662349120669722
3473,2244,0.0006675012207353693
1271,2712,0.0006695154361279279
840,2585,0.0006697861377113791
1267,3672,0.0006706963281418142
3598,3496,0.0006708328900790397
577,3096,0.0006712889491791163
3530,725,0.0006713885128643224
1292,2349,0.0006725289100304732
27,3424,0.0006736567526844026
1821,3604,0.0006737855924715958
610,3409,0.0006742062360555346
922,1108,0.0006742578443823949
1141,1716,0.0006746473890471005
3975,2068,0.0006759301904516925
322,472,0.0006760013505948317
99,1109,0.0006778141093514156
3664,1816,0.0006793343872709516
117,2527,0.0006812085654980945
3535,3590,0.0006819291023008357
2069,2238,0.0006823892327680482
3358,3591,0.0006838095641870726
1342,2560,0.000684109943555191
4,1754,0.0006870741032485791
3397,2079,0.0006870927586529255
2854,2944,0.0006878435911545563
1432,3140,0.0006881510409162198
3643,2499,0.0006898122505812516
1247,3435,0.00069131966716161
1328,2483,0.0006915032304971487
1388,2669,0.0006916689648869719
444,1585,0.0006932808454430776
590,3187,0.0006940156239515424
3603,3135,0.0006953870319525053
3595,1302,0.0006960234880221371
1187,2541,0.0006966223319740204
1744,2301,0.0006966476778150349
3506,1417,0.0006971736151184359
1159,2960,0.0006982327767652771
3621,3693,0.0006989624474615097
3736,3452,0.0006991547219982498
3532,2754,0.0007000754287546079
3642,3746,0.0007024336283779301
587,2864,0.0007027960213396509
3791,2493,0.000703162551771247
123,2558,0.0007033276496250553
1288,3789,0.0007052393204797312
406,1248,0.0007054480118306033
531,3767,0.0007059451906248019
602,2350,0.0007060340269536107
3671,3594,0.0007062025703282807
168,865,0.0007070596098034815
66,196,0.0007080917080200247
3444,1667,0.0007088997406578743
3469,3808,0.0007090776667014985
3667,3440,0.0007092987453189356
1736,1965,0.000711657903459291
1486,2110,0.000713395353392144
3863,2599,0.0007145510143186998
2348,2799,0.0007176391993699207
3498,2415,0.0007180019540577159
1688,2665,0.0007185614925973565
1363,2457,0.0007191353294881478
3556,3581,0.0007193821057918191
209,3318,0.0007200610748455301
148,1788,0.0007214878618797063
3629,1752,0.0007227797189135951
3568,3890,0.000723656409111411
3717,2621,0.000725316876447969
1201,3433,0.0007257333663829302
515,1506,0.0007272488513592849
3466,3768,0.0007281201351553744
2377,3107,0.0007283883686489828
299,1295,0.0007296282755947722
3586,194,0.0007307441778656044
779,3461,0.0007307567697408986
913,2321,0.0007333953326331237
3624,3718,0.0007334346295626674
136,3139,0.0007354769810419062
3658,1240,0.0007357449272610266
3442,3626,0.0007363402052986655
836,3519,0.0007378007439468523
2574,2721,0.000738277514424979
26,1233,0.0007385474959777623
1509,3665,0.0007390219126766871
1843,2659,0.0007396905493606172
1776,2277,0.0007399656120120864
3689,1383,0.0007412754950598529
144,2175,0.0007413309880746621
1195,2000,0.0007420191223172033
1179,1404,0.0007423474131859134
3749,3088,0.000742468102531639
318,838,0.0007436053665314576
3731,2867,0.0007455132662556162
998,1919,0.0007471868694841656
973,1730,0.0007516982968036774
1070,3097,0.0007520440773239392
17,1726,0.0007520542292531185
3660,2371,0.000753186206724845
1582,2411,0.000753276219023831
69,2826,0.0007564322178278196
3656,972,0.0007573181688178155
3542,3779,0.0007598022443715772
65,1126,0.0007627562600078241
1084,1444,0.0007641782142675871
2156,2941,0.0007643108284157499
3492,2154,0.0007645008189405
3957,1277,0.0007648958517918816
818,1174,0.0007669871595902059
1479,2846,0.0007692976802206875
72,811,0.0007702141355573865
3685,2346,0.0007712733309546502
