tree1,tree2,dist
177,874,0.0022850549231356876
67,972,0.0022851975046505116
3614,1596,0.002292397532279833
2390,2995,0.002294025845136577
631,2046,0.0022982354672195227
3503,3003,0.0023185611998032263
1152,2411,0.0023225034561003208
3525,3351,0.0023253199682907177
557,2848,0.002326076640800756
1762,2270,0.00233604754464517
599,1519,0.002344036049088505
28,2684,0.00235047495698959
1488,3510,0.0023577560265867215
3532,1775,0.002362362515385831
40,1505,0.0023645739011418088
91,594,0.0023659943171042003
1517,1962,0.0023694309818472203
3536,357,0.0023719532513686477
1457,3094,0.002374674062407378
288,2603,0.0023783423020126288
3424,2255,0.002395134202085092
3381,3506,0.002395441969571782
3690,3545,0.0024076633617872156
693,3467,0.002409702380725319
3427,2219,0.0024134988337859986
3470,1451,0.0024168640342028917
828,2081,0.00241700447865853
2576,3186,0.002418181829582526
1673,2093,0.0024226316841593765
154,984,0.002436312540952973
462,1482,0.002443485907952986
319,666,0.0024447402942181923
969,2816,0.0024456544261749896
3596,2729,0.002455419647594048
27,2233,0.002459400221115099
3561,3037,0.002467214001543039
2120,2511,0.0024683916388670846
1027,2016,0.00247094669359893
1253,2531,0.002473985673732495
3608,2139,0.002481620404732182
2090,2627,0.002482607615368393
199,3550,0.002491462785108145
293,942,0.002500775299771274
1678,1689,0.002505882743064569
423,898,0.0025110656375941787
1760,1989,0.0025187927193182497
2652,3112,0.0025191226172766035
1303,2552,0.0025223375721976013
2213,2839,0.0025226342072651297
1409,1686,0.0025235556293899952
263,351,0.002529609880043221
1422,1685,0.0025329922741031408
2941,3195,0.002535170461527625
395,701,0.002540807990932037
2260,2301,0.0025428585794337877
2464,2629,0.002555542111335858
2166,2201,0.0025564439998975175
3548,1527,0.002560340897573815
746,3486,0.002563877309215812
1097,3489,0.0025685105019540334
145,2661,0.0025691721450586402
2207,2715,0.0025733810052349926
2654,3057,0.002576369050095206
1315,2932,0.0025965456965113265
1507,2144,0.0025984336594596785
1135,2259,0.002600438783407877
1610,2818,0.0026079528430209
1300,2489,0.002608089262634977
88,837,0.0026148789699158848
561,622,0.002636729034931229
2012,2450,0.002639471416958833
702,2986,0.0026513579305939006
155,1933,0.0026602168377419244
424,3587,0.0026753082447485803
1956,2611,0.002675341078016036
243,3520,0.0026777901651043046
1600,1840,0.002680834657145803
450,2667,0.002681189918487814
2597,2781,0.0026868352042443144
1042,3287,0.0026892527096980673
2421,2952,0.002704103028387972
298,2709,0.0027063748456365583
3526,652,0.0027077590855789577
1413,2835,0.002736871427893417
3625,2347,0.002738183929155452
637,2482,0.002741278910605341
172,2641,0.0027467608848088937
559,816,0.0027469029881855567
501,591,0.00274907697835575
122,2985,0.0027615717157097493
149,2833,0.002762977144064288
1158,3143,0.002765420947208136
16,310,0.0027747777030634885
3440,3483,0.0027838787841597268
2854,3546,0.0027880111326634427
1122,1293,0.0027953441502172023
689,1378,0.0027987542380405878
1104,1700,0.0027992795088482847
2377,3288,0.002803123360596467
1647,2481,0.002804204515915787
451,1751,0.0028110369506068045
3554,2008,0.002816792687278219
1308,2170,0.002832919122517888
1554,1925,0.002842903101612948
2501,3140,0.00284811858769575
935,1702,0.002850248549394807
589,2636,0.002866273727311852
1804,2671,0.0028681287447170356
1664,2343,0.002871067441163805
612,1430,0.0028834866893751865
565,2873,0.002888868094330147
911,3139,0.0028940178930006027
1089,1114,0.00289586776381702
206,2676,0.002903496528970484
240,2880,0.0029142569046458067
333,3159,0.0029173913102761295
563,1082,0.0029186900247417658
1151,1681,0.002935876348990951
947,2397,0.002948647979848784
1446,3493,0.0029508940796200422
2035,2283,0.0029545747280039503
498,3131,0.002961875993399865
331,933,0.0029620223084011743
3524,3303,0.0029648826649288553
3423,3415,0.0029756992320094378
215,748,0.0029854939635603206
24,2321,0.002989754917238019
3426,3563,0.002999798725177867
2162,2704,0.0030139745181849698
245,2804,0.0030181119952212843
194,2896,0.003021762389854521
1341,3513,0.003023731572097038
2101,2775,0.0030334859520527724
3438,1574,0.003047436077019572
81,144,0.0030526783287533193
3598,2690,0.0030564425041195165
814,2348,0.003064744935809896
2469,3246,0.0030670956298174262
2070,2541,0.0030724214391615323
1106,1174,0.0030740306267254894
626,1271,0.00308126871067866
2298,2505,0.0030831775355575353
4,2071,0.0030886813929533064
3491,1768,0.003099208649122054
2394,2666,0.003107575660507289
2138,2463,0.003117713782302689
3462,2480,0.003118289458365675
72,1103,0.003125431177488064
3615,2905,0.0031273266289495033
3558,2427,0.0031287702957667873
3416,1832,0.003138134523354208
1655,3009,0.0031447399242721663
3673,2367,0.003147021380652943
1850,3301,0.0031641139090780035
784,891,0.0031748184428817133
1530,2498,0.003176732144971153
241,1257,0.0031768145544760207
3364,3739,0.0031865228366011553
242,2790,0.0031907563649920256
204,314,0.003192470148726312
963,1913,0.0031950828977328483
247,1080,0.003210229866407066
750,3662,0.003218972470646786
1283,2769,0.003228087678396968
3726,3516,0.003232421110996697
3459,1949,0.0032340462902747946
1828,1846,0.0032439981422641914
928,1639,0.00324486103232334
1049,2156,0.0032602062997434678
3419,3638,0.0032746490136200956
3533,3762,0.003276752234735947
170,1991,0.0032873525592934105
2418,2788,0.0032873546028949208
3671,1910,0.0032886461997344227
3653,3832,0.0032895257615010616
725,1495,0.0032901374138291986
1982,2060,0.003292273902439885
1376,2736,0.0033068770532097558
602,3198,0.003307585904826549
714,2334,0.0033141512605158706
685,2058,0.003318548159330137
3468,3399,0.003323274932769432
3781,2339,0.003323441329696985
3433,3657,0.0033334755734510113
980,1677,0.003335558518703372
608,829,0.0033444560317998084
2256,2673,0.0033466899386118687
1037,3146,0.003350030086934609
985,2554,0.0033843297051379395
128,425,0.003387558447078609
613,3058,0.003390323907000413
1892,2025,0.0033989886835580074
137,1105,0.003400471248072086
3325,2495,0.0034028499862561526
3466,3593,0.0034044917829913063
2067,3784,0.003405755353915692
3649,2085,0.0034069116784749
497,2771,0.0034081730412393596
782,986,0.003416677550474201
1557,3224,0.0034206331384357136
393,971,0.0034240305824799755
1311,1750,0.0034249336258388996
2551,2768,0.0034277098402790973
90,936,0.00343053555944765
465,2813,0.0034338485594194706
198,405,0.003438569852793741
203,484,0.00344149590575632
2730,3208,0.003445519087518417
258,2258,0.003450307289973975
3527,3455,0.0034547022859624937
3523,3539,0.003465658456126397
1370,3676,0.003467064414015744
1349,2206,0.0034893271190038558
330,1498,0.0034893855419364447
120,2881,0.0034983603061366775
3476,3702,0.003512932618169262
492,2405,0.003521262389890607
1438,3097,0.0035338052890530047
1830,3302,0.003545606198256973
11,1295,0.003546398196934114
158,2665,0.003548167202790435
3700,2149,0.003553675674610998
384,2271,0.003556611967720634
355,507,0.003571637708226813
742,2011,0.003573577451966903
1380,2827,0.0035794388095313767
45,383,0.0035898284894242335
1210,3242,0.003601125449357867
211,3211,0.0036030929144353074
3727,3825,0.0036076177176533053
3029,3045,0.0036094844339182863
3425,2325,0.003622686262976016
129,529,0.0036231567209732973
3718,1056,0.0036290695353811686
665,1476,0.0036303531839818604
683,3164,0.0036349939018964356
677,3430,0.0036428091459647927
2653,3205,0.0036494860648939934
1867,2063,0.0036533243495416876
2030,2454,0.0036547784647590342
989,3026,0.003655237366789219
3418,1487,0.00365565236001536
358,2607,0.0036612746423754783
1693,3275,0.003664051003648823
2210,2728,0.0036726499980042626
3345,3253,0.0036736941351394603
159,1064,0.0036737737558082337
1994,2000,0.0036748483946091627
3456,2717,0.0036854917133840592
1317,2373,0.0036910769836891455
1785,2546,0.0036982815609202108
362,3581,0.00370127895031443
313,2706,0.0037029838027167195
3687,2930,0.0037143163419858793
727,3668,0.003722043833616337
951,2424,0.0037425798620258632
33,446,0.003751006478841995
435,3473,0.003763118329187465
2135,3207,0.003765957308009285
3446,3895,0.0037727184529724594
229,2094,0.003773006999521461
3560,669,0.003775699203506039
824,1375,0.0037842570023075284
945,2423,0.003793134406018736
3699,2810,0.0038006307079634753
3721,3610,0.003801234492555785
3639,491,0.0038023740530074845
213,2175,0.0038025375409882767
845,2619,0.003802722951337101
1943,2406,0.0038075087659174
421,1544,0.0038111821946162083
1491,2937,0.003827690490947097
3678,3296,0.003843144498657594
135,3748,0.0038626350869617326
1947,2403,0.0038660245898746587
2442,2721,0.003872806549002683
785,2056,0.003873698737370805
3670,3559,0.0038771968766952505
3508,3871,0.0038870977990895644
638,2658,0.00389484443048016
3543,2379,0.0038948837816547843
3737,3705,0.0038949129581885636
705,1462,0.003907633798235707
3534,2685,0.003907850886639641
3469,879,0.0039085371129323684
2294,2683,0.003930977491208187
1966,3279,0.0039469887020054245
1320,2529,0.0039510832330106604
1880,3031,0.003957864427823518
3761,3642,0.003958359588172006
3786,2958,0.0039604599750042695
2061,2821,0.003962041144813994
3899,2004,0.00397600431082229
142,852,0.003978821140122914
356,429,0.003981808769085226
1262,1485,0.003989090590476564
1345,2128,0.003996771706008588
253,272,0.00399736297026039
696,2110,0.004002270214058611
3605,2701,0.004005684911637719
923,3295,0.004008989775928687
3640,3504,0.0040155178802088465
960,2474,0.004017181816320534
3475,3738,0.004023745782175625
3827,3661,0.004032723369046684
1020,2560,0.004036169195651196
2383,2944,0.004040775837955923
2014,2055,0.004042814119132043
304,2931,0.004045105905985072
3599,1556,0.004053873182493187
305,646,0.004058414099369023
3824,2534,0.004061200327082945
326,2412,0.004064443216490132
485,2492,0.0040861131769034525
3542,3606,0.004092017215873545
3597,3609,0.004097954429177264
3622,2812,0.004101087255648617
2584,2707,0.004103708061408418
3537,3488,0.004104060796924696
729,787,0.004111829198970962
2017,2193,0.004120766263661646
3992,897,0.004136715870890151
2462,2785,0.004138289032357578
3643,291,0.004139716754620569
3696,2278,0.004140025506882111
588,1857,0.004141350220589091
3651,2031,0.004142915346223297
1425,3052,0.0041491681304445804
2508,2878,0.004153117378191268
718,756,0.004157026326707475
3569,2719,0.0041638575359695534
3987,3407,0.00417554365634603
918,1140,0.004175555601138359
3918,3408,0.004184577465949385
3939,3156,0.004206145360658997
3963,3780,0.004210599759856493
3590,3592,0.00421291433326354
1893,2598,0.004215427283607492
273,346,0.004220350683387573
51,3111,0.004223527274982791
162,3667,0.004225856807717351
860,1286,0.004231621204081604
265,2286,0.004236365363204389
2452,3080,0.004246372112447189
3538,3683,0.004247776266065539
3679,1660,0.004248160029337811
760,1318,0.004249913011649488
3663,766,0.004251129414498157
148,1407,0.004252208086856724
3647,3589,0.004266400022465575
3742,3669,0.004272479194722456
3789,3027,0.004284693907945364
686,1371,0.004298066848937847
19,402,0.004303689780433384
681,2900,0.004314570532054085
512,979,0.004317528476723094
36,2142,0.004319668247464603
3674,3135,0.0043204506960045075
3865,3634,0.004321175054771698
3864,547,0.004321855694996067
297,1277,0.004326886819050427
1729,2026,0.0043329232564304765
3954,2879,0.004341727096081827
975,1635,0.004345086954949173
3495,1752,0.004350275701539036
504,712,0.004351330845419166
388,1208,0.004355975721623065
3763,3540,0.004358286465346695
238,528,0.004359220048057777
1973,2034,0.00435952350683616
3636,3574,0.004360257324574998
619,2476,0.004366035370401228
3806,2460,0.0043718602434617004
1398,1824,0.004374110997550851
2119,3214,0.004375394295437873
1665,3373,0.004382890904832643
568,1793,0.004388048045216156
2735,2968,0.004395052760971092
