nClusters,dist,PCA,nTopics,silhouetteValue,Acc_FirstPartyWinner,Acc_IssueArea
13,3.47955508601623,22,22,0.16265507155113354,0.18256130790190736,0.20072661217075385
14,3.4122144850894154,22,22,0.17144352835830054,0.16560702391765061,0.19921283681501664
15,3.2706558296419157,22,22,0.1766957571498218,0.16560702391765061,0.1995155918861641
16,3.216974740625174,22,22,0.19743471692947592,0.1589464123524069,0.1989100817438692
17,3.21284179595216,22,22,0.19858698065305289,0.1589464123524069,0.19860732667272177
18,3.2101993728625255,22,22,0.2211965138887418,0.11201937632455343,0.19709355131698456
19,3.156029468367024,22,22,0.2256705407647364,0.11201937632455343,0.19648804117468968
2,4.319715079328451,15,22,0.04238971859281683,0.5997577959430821,0.31819557977596125
3,4.11215734976882,15,22,0.06357979539900625,0.4123524069028156,0.27490160460187707
4,4.034596046574022,15,22,0.0763889311965763,0.3330305782621859,0.24402058734483803
5,3.8259975509500492,15,22,0.08346060616305978,0.33272782319103844,0.2482591583409022
6,3.6919854028581933,15,22,0.09296632289235568,0.3224341507720254,0.26945201332122315
7,3.614733591426772,15,22,0.11203340424364062,0.2561307901907357,0.25158946412352406
8,3.5385623368952692,15,22,0.12573604813384337,0.2561307901907357,0.23826824099303665
9,3.4552685839458417,15,22,0.14764525512520213,0.17529518619436876,0.2249470178625492
10,3.397970589745905,15,22,0.1549934869980185,0.16893732970027248,0.21798365122615804
11,3.3034125158694287,15,22,0.1768404670690244,0.16893732970027248,0.2052679382379655
12,3.2874963123272285,15,22,0.18756057513312827,0.16893732970027248,0.20375416288222828
13,3.2186167470463927,15,22,0.19943382423686182,0.16893732970027248,0.2046624280956706
14,3.1070984173498215,15,22,0.20622493581513845,0.16893732970027248,0.20405691795337572
15,2.9993062312814587,15,22,0.23211542990926917,0.16197396306388132,0.2025431425976385
16,2.953897693076109,15,22,0.24978329695159546,0.12110202845897669,0.1989100817438692
17,2.8686935058374905,15,22,0.24311261109340163,0.12110202845897669,0.1989100817438692
18,2.829885524757452,15,22,0.22689037523945446,0.11080835603996367,0.18498334847108688
19,2.7964624758127936,15,22,0.2166314916558551,0.10899182561307902,0.17832273690584316
2,1.6202234094167696,2,32,0.5376053416419626,0.6067211625794732,0.21283681501665153
3,1.3947308078260034,2,32,0.522615631572377,0.577051165607024,0.23554344535270966
4,0.9656461352833687,2,32,0.24686201589005796,0.4108386315470784,0.2721768089615501
5,0.9421356431970472,2,32,0.2321724974517739,0.3944898577051166,0.27096578867696036
6,0.9318986274626807,2,32,0.1998946075042438,0.3763245534362701,0.2691492582500757
7,0.6907916087655799,2,32,0.2621172109557532,0.36693914623069934,0.28428701180744775
8,0.6766454552144145,2,32,0.2574375674751339,0.36693914623069934,0.283075991522858
9,0.6099625718502687,2,32,0.23508030660624465,0.3387829246139873,0.24129579170451104
10,0.5798710476466152,2,32,0.23184370754228892,0.3387829246139873,0.24069028156221617
11,0.5789087641836276,2,32,0.23793992299944206,0.3387829246139873,0.23463518013926735
12,0.549875032433085,2,32,0.30294320675850295,0.2758098698153194,0.2191946715107478
13,0.5477556247760216,2,32,0.3031046790886983,0.2758098698153194,0.21889191643960038
14,0.5230123220890399,2,32,0.3054100046460148,0.2758098698153194,0.21949742658189525
15,0.48808160477079854,2,32,0.3066392585233871,0.2758098698153194,0.22040569179533756
16,0.4766779929808127,2,32,0.3805367678301917,0.246745382985165,0.21949742658189525
17,0.4560953156296642,2,32,0.3790401938330354,0.246745382985165,0.21949742658189525
18,0.43863785191881915,2,32,0.37738678715670326,0.246745382985165,0.2191946715107478
19,0.41372544622418705,2,32,0.3849091371181333,0.24069028156221617,0.21737814108386316
2,3.799708023046818,12,32,0.18249190620904424,0.6379049349076596,0.270057523463518
3,3.619777788140621,12,32,0.07641637819053547,0.4798667877686951,0.2882228277323645
4,3.442424455632222,12,32,0.06867559881690338,0.43415077202543145,0.2945806842264608
5,3.1919748414702287,12,32,0.06299343379161382,0.4072055706933091,0.2909476233726915
6,3.072792354244236,12,32,0.04511684849870406,0.4072055706933091,0.29336966394187103
7,3.0262537240047447,12,32,0.058352586782184766,0.4072055706933091,0.20738722373599758
8,2.9733280790339975,12,32,0.08658010492922766,0.3215258855585831,0.22555252800484407
9,2.9269239735656574,12,32,0.08525431476757052,0.30729639721465335,0.21465334544353618
10,2.880011624872073,12,32,0.08192130741715778,0.27853466545564637,0.20012110202845898
11,2.8300568091264657,12,32,0.09557473896701814,0.27853466545564637,0.20042385709960642
12,2.7745711090465583,12,32,0.10660360759626496,0.27853466545564637,0.19769906145927943
13,2.703209370019735,12,32,0.1400964816949633,0.2134423251589464,0.20345140781108084
14,2.661019825353404,12,32,0.14918084385319946,0.2134423251589464,0.20284589766878594
15,2.582580346595705,12,32,0.14409243390376128,0.16197396306388132,0.1952770208900999
16,2.5672355744935684,12,32,0.1384616218268488,0.16197396306388132,0.1952770208900999
17,2.5272030298712442,12,32,0.1344923700921404,0.14259763851044505,0.19830457160157433
18,2.437418897585288,12,32,0.17242982853061958,0.13775355737208597,0.18922191946715108
19,2.411720582511777,12,32,0.1746569064182833,0.12927641537995763,0.17892824704813806
2,4.7657327129016345,22,32,0.02257420086190789,0.6151983045716016,0.2724795640326976
3,4.482874290814403,22,32,0.029441861603904985,0.5522252497729337,0.29155313351498635
4,4.279868734547547,22,32,0.018825033907656653,0.444141689373297,0.33242506811989103
5,4.263930217848534,22,32,0.0486864935195358,0.29791099000908267,0.2764153799576143
6,4.106638504799466,22,32,0.04977144461925368,0.29791099000908267,0.27550711474417194
7,4.085296083238318,22,32,0.05577418397993959,0.29791099000908267,0.27520435967302453
8,4.075701915753762,22,32,0.04356004202261678,0.2973054798667878,0.2761126248864669
9,3.9582518708790184,22,32,0.05898165390749966,0.27823191038449896,0.2228277323645171
10,3.8661412084946787,22,32,0.06923812699264317,0.24916742355434454,0.19346049046321526
11,3.6977737539431073,22,32,0.07473389271301799,0.24916742355434454,0.19255222524977295
12,3.639746720671892,22,32,0.07796596332960215,0.24916742355434454,0.17741447169240085
13,3.596094188484829,22,32,0.08800154672053453,0.24916742355434454,0.17741447169240085
14,3.5945999313095083,22,32,0.07814124063011743,0.24916742355434454,0.17620345140781107
15,3.5200368147559153,22,32,0.0865645871881577,0.24916742355434454,0.17620345140781107
16,3.433126600638161,22,32,0.0824142972055208,0.24916742355434454,0.1807447774750227
17,3.4130014587045063,22,32,0.06982648907615197,0.24916742355434454,0.18135028761731758
18,3.395704265081297,22,32,0.0769067371807904,0.24916742355434454,0.1819557977596125
19,3.3891164009131054,22,32,0.08935352932417565,0.23796548592188918,0.17014834998486225
2,5.182645979227828,32,32,0.050223910146219006,0.6218589161368453,0.2873145625189222
3,4.897509320186412,32,32,0.023332442409917387,0.5498032092037541,0.3030578262185892
4,4.627956952198196,32,32,0.03074025798964085,0.46533454435361793,0.3163790493490766
5,4.462136063668443,32,32,0.024182676476367765,0.46533454435361793,0.311837723281865
6,4.406139768733606,32,32,0.0502685676015797,0.3245534362700575,0.30911292764153797
7,4.374119938254193,32,32,0.04860961997730527,0.3245534362700575,0.2973054798667878
8,4.280062791124071,32,32,0.04900657989491934,0.3245534362700575,0.29064486830154407
9,4.191947853180717,32,32,0.058161635792696,0.2976082349379352,0.23100211928549802
10,4.172257560316278,32,32,0.05981799803411419,0.2976082349379352,0.22827732364517106
11,4.14883769733424,32,32,0.06627843370963087,0.27308507417499245,0.22343324250681199
12,4.089334817308255,32,32,0.0667296528410303,0.27308507417499245,0.22343324250681199
13,4.030896820590713,32,32,0.06951522009403042,0.27308507417499245,0.22252497729336967
14,4.0168930995631325,32,32,0.06807425950261284,0.27308507417499245,0.2222222222222222
15,3.882063374566957,32,32,0.07038340048479977,0.27308507417499245,0.2213139570087799
16,3.8365387979723073,32,32,0.06700979565197535,0.27308507417499245,0.2198001816530427
17,3.7893614630204624,32,32,0.07843196046663747,0.27308507417499245,0.17892824704813806
18,3.728933998300568,32,32,0.0797772029091567,0.27308507417499245,0.17892824704813806
19,3.723505197301461,32,32,0.08602304788660864,0.27308507417499245,0.17892824704813806
2,4.1696842368765985,15,32,0.11275840257511463,0.633969118982743,0.272782319103845
3,3.979179890074064,15,32,0.08939532394569309,0.4928852558280351,0.29669996972449286
4,3.7687193327385655,15,32,0.05534798279102668,0.36996669694217377,0.30881017257039056
5,3.6317283728157568,15,32,0.06219402802369773,0.35210414774447474,0.30941568271268544
6,3.591853524454223,15,32,0.06812990754440355,0.335149863760218,0.306388132001211
7,3.468319466352746,15,32,0.06669648608689376,0.335149863760218,0.27490160460187707
8,3.4136091915790954,15,32,0.07621692619438486,0.31607629427792916,0.2627914017559794
9,3.281498082201008,15,32,0.06988835779761715,0.3075991522858008,0.23402966999697244
10,3.2788021594377224,15,32,0.09445977039766945,0.20859824402058735,0.210414774447472
11,3.198678634508913,15,32,0.1170633997965854,0.20859824402058735,0.20587344838026037
12,3.1262157457415993,15,32,0.12447559821778888,0.20859824402058735,0.2067817135937027
13,3.1129334268905104,15,32,0.0889574254705572,0.20859824402058735,0.20587344838026037
14,2.991790066711488,15,32,0.10703853877774659,0.20859824402058735,0.19103844989403573
15,2.9685317221548777,15,32,0.11400199023756963,0.17529518619436876,0.19043293975174083
16,2.821889894690351,15,32,0.12269073293830508,0.17529518619436876,0.19043293975174083
17,2.7984348458203216,15,32,0.12860021925654638,0.17529518619436876,0.18922191946715108
18,2.7947933408482135,15,32,0.12443404806184075,0.17529518619436876,0.19134120496518317
19,2.7524522900031494,15,32,0.1484985168727397,0.14290039358159248,0.1937632455343627
2,1.3068377585813895,2,42,0.21897371239280375,0.5046927036027854,0.2506811989100817
3,1.2509969131087046,2,42,0.16554808158821877,0.49742658189524674,0.2322131395700878
4,0.9723489959734523,2,42,0.20975336830196836,0.4665455646382077,0.2394792612776264
5,0.9038188133914689,2,42,0.23513322880983278,0.45988495307296395,0.21011201937632457
6,0.7574272038137164,2,42,0.35096823640780483,0.39721465334544354,0.21677263094156826
7,0.5975374475131953,2,42,0.3280225821237895,0.39721465334544354,0.21677263094156826
8,0.5970004168500664,2,42,0.3209011767688969,0.39691189827429607,0.21283681501665153
9,0.5545703917096463,2,42,0.3977797857734709,0.3505903723887375,0.2373599757795943
10,0.545328077365112,2,42,0.41883520172875355,0.3505903723887375,0.21737814108386316
11,0.5269166927369314,2,42,0.4127529737445316,0.3505903723887375,0.21737814108386316
12,0.48894898596134484,2,42,0.4110067792672321,0.3505903723887375,0.21737814108386316
13,0.43086568968594763,2,42,0.4083186697626466,0.3505903723887375,0.21737814108386316
14,0.4159437737483526,2,42,0.3181614516093305,0.3030578262185892,0.20042385709960642
15,0.40553383782886493,2,42,0.3156153177943893,0.3030578262185892,0.20042385709960642
16,0.3995856896576459,2,42,0.30639146773227466,0.3030578262185892,0.1989100817438692
17,0.3675444110479253,2,42,0.27905055541984564,0.288525582803512,0.19467151074780503
18,0.3652912574374982,2,42,0.27526462125407347,0.288525582803512,0.19224947017862548
19,0.3630108552784229,2,42,0.26852563831280235,0.288525582803512,0.1916439600363306
2,3.5778916256987214,12,42,0.07895921192618126,0.5912806539509536,0.2576445655464729
3,3.4239567379931612,12,42,0.08936764463635403,0.5479866787768695,0.27187405389040264
4,3.341868823006498,12,42,0.09006440569059047,0.5131698455949137,0.27338782924613986
5,3.0828880899603974,12,42,0.0836298009829499,0.5083257644565546,0.2773236451710566
6,3.0765178723509763,12,42,0.07971029151884608,0.5083257644565546,0.2794429306690887
7,2.9749583631375547,12,42,0.10020330962108162,0.38419618528610355,0.3309112927641538
8,2.755282411833576,12,42,0.09487039939096516,0.3838934302149561,0.3272782319103845
9,2.739555536398918,12,42,0.09911279277960978,0.36542537087496213,0.3209203754162882
10,2.7151769086683797,12,42,0.12904366959749833,0.25885558583106266,0.236451710566152
11,2.659480091115929,12,42,0.12836270917363962,0.25885558583106266,0.23493793521041478
12,2.587587585247512,12,42,0.13545360190499006,0.2409930366333636,0.24280956706024825
13,2.58751301089033,12,42,0.14592949848756015,0.1765062064789585,0.23978201634877383
14,2.441612724831827,12,42,0.1634740117872032,0.1765062064789585,0.23524069028156222
15,2.423557222562719,12,42,0.16679949862605284,0.1765062064789585,0.23524069028156222
16,2.3834992903556547,12,42,0.1662800914645679,0.1668180442022404,0.21949742658189525
17,2.291313262706959,12,42,0.15776309930692275,0.1559188616409325,0.21435059037238874
18,2.2104257867748514,12,42,0.15425687297765392,0.1559188616409325,0.21435059037238874
19,2.1822838694026907,12,42,0.14768195511402327,0.1559188616409325,0.21435059037238874
2,4.793260714976728,22,42,0.0477343341909911,0.5491976990614593,0.28973660308810173
3,4.596210523285038,22,42,0.05395492336873357,0.5149863760217984,0.2903421132303966
4,4.176358272587341,22,42,0.05406811011455746,0.39721465334544354,0.2676354828943385
5,4.115058316852694,22,42,0.03153340742135405,0.3318195579775961,0.27762640024220403
6,3.8282620442625706,22,42,0.03715942615254584,0.33121404783530123,0.2800484408113836
7,3.799954098847631,22,42,0.04048076092870293,0.33121404783530123,0.2815622161671208
8,3.699669825364378,22,42,0.048633167481030755,0.33121404783530123,0.2773236451710566
9,3.6300313293898325,22,42,0.06812210989268369,0.26097487132909475,0.28943384801695426
10,3.6067925555771527,22,42,0.06514140663233521,0.2509839539812292,0.2888283378746594
11,3.5710021124950466,22,42,0.05997634736676317,0.2506811989100817,0.28973660308810173
12,3.5172889932127434,22,42,0.05295563301595933,0.2506811989100817,0.2873145625189222
13,3.4462398670333743,22,42,0.05943502545529713,0.2506811989100817,0.28761731759006964
14,3.4373226489665436,22,42,0.06248731829163817,0.2506811989100817,0.2873145625189222
15,3.402618855021994,22,42,0.08229524933590522,0.23493793521041478,0.28761731759006964
16,3.3419902490720554,22,42,0.08752342018348809,0.2125340599455041,0.272782319103845
17,3.2990982899146375,22,42,0.09779162647492798,0.2125340599455041,0.2773236451710566
18,3.227366183775515,22,42,0.09304908246874415,0.2125340599455041,0.2758098698153194
19,3.1919560588189566,22,42,0.132273725843614,0.16379049349076596,0.21374508023009386
2,5.326777282428309,32,42,0.010827820273182813,0.6097487132909476,0.24977293369663942
3,4.919293514573481,32,42,0.01638268390664319,0.48107780805328487,0.24947017862549198
4,4.748623517951469,32,42,0.034580815546031464,0.3578564940962761,0.27187405389040264
5,4.6175142245219885,32,42,0.03558208782055655,0.3402966999697245,0.27126854374810777
6,4.568347288813551,32,42,0.03434057734815699,0.33999394489857704,0.2691492582500757
7,4.383388890432614,32,42,0.04841104156394252,0.2437178322736906,0.2400847714199213
8,4.376880191550089,32,42,0.04843864253507952,0.23675446563729943,0.2373599757795943
9,4.128954542847519,32,42,0.04652085225108414,0.23675446563729943,0.2373599757795943
10,4.11084180456462,32,42,0.04422695863233725,0.23675446563729943,0.23766273085074174
11,4.057950368939749,32,42,0.05082262478712689,0.23675446563729943,0.23614895549500453
12,4.045210146416492,32,42,0.052315878299793825,0.23614895549500453,0.233726914925825
13,4.037684552041782,32,42,0.05240895262659204,0.23614895549500453,0.233726914925825
14,3.970592652459272,32,42,0.05322303676429635,0.23614895549500453,0.23342415985467757
15,3.9598614537167873,32,42,0.05780018157568255,0.23614895549500453,0.23342415985467757
16,3.958672749538004,32,42,0.06109412158079049,0.23614895549500453,0.23312140478353013
17,3.944233483619534,32,42,0.06533850644725787,0.23614895549500453,0.23917650620647896
18,3.93360242184788,32,42,0.06111264868354737,0.2358462004238571,0.23463518013926735
19,3.8824105190813745,32,42,0.08094494190976456,0.16348773841961853,0.184377838328792
2,5.38367016403194,42,42,0.01759562543170652,0.5828035119588253,0.2724795640326976
3,5.042873997166988,42,42,0.021375336837567774,0.4838026036936119,0.2618831365425371
4,4.9972486931254005,42,42,0.017767164639990153,0.47048138056312444,0.25552528004844083
5,4.941263921342275,42,42,0.02996917416211683,0.37390251286709053,0.23614895549500453
6,4.579811728192133,42,42,0.028730694729712934,0.35755373902512866,0.23614895549500453
7,4.480236160804766,42,42,0.027053396693060422,0.35755373902512866,0.23554344535270966
8,4.424062547457508,42,42,0.02336714243810776,0.35755373902512866,0.2358462004238571
9,4.291990640184946,42,42,0.02476782251720362,0.35755373902512866,0.2358462004238571
10,4.286816520964602,42,42,0.021090073644990322,0.35755373902512866,0.22252497729336967
11,4.2783548617633,42,42,0.026248672338337314,0.35725098395398125,0.21586436572812595
12,4.250499280961362,42,42,0.035862275304550266,0.335149863760218,0.21435059037238874
13,4.250269186315564,42,42,0.05041269829990902,0.2939751740841659,0.2191946715107478
14,4.195806579466367,42,42,0.04829945853924687,0.2939751740841659,0.2191946715107478
15,4.144277637668724,42,42,0.050845999791979575,0.2936724190130185,0.21737814108386316
16,4.105287965241389,42,42,0.05204218662642902,0.2936724190130185,0.21677263094156826
17,4.020944386163571,42,42,0.055290857600469374,0.28701180744777477,0.2176808961550106
18,3.926053828345266,42,42,0.054884849427784724,0.28701180744777477,0.21102028458976688
19,3.906594563375835,42,42,0.07829619510315397,0.22252497729336967,0.22555252800484407
2,4.255853243464474,15,42,0.0476598323662916,0.5171056615198305,0.22524977293369663
3,3.764574311596176,15,42,0.021230046494375997,0.444141689373297,0.22010293672419012
4,3.637793676410142,15,42,0.009133773889035236,0.42779291553133514,0.22101120193763246
5,3.6173653703060222,15,42,0.010277397928582321,0.41840750832576445,0.22555252800484407
6,3.3920863678023374,15,42,0.01471751623737275,0.4123524069028156,0.22434150772025432
7,3.3502472746101244,15,42,0.02695472316735374,0.4123524069028156,0.22161671207992734
8,3.2967608707239906,15,42,0.020070894917860738,0.4099303663336361,0.22161671207992734
9,3.2700917823578557,15,42,0.05542241005659071,0.2736905843172873,0.26793823796548594
10,3.220221250103004,15,42,0.06062826340111419,0.2736905843172873,0.2664244626097487
11,3.207165656519249,15,42,0.05021815596854411,0.2736905843172873,0.2812594610959734
12,3.034856778248138,15,42,0.08794001114075294,0.2176808961550106,0.2888283378746594
13,2.887338915849936,15,42,0.11062603856629846,0.19557977596124734,0.272782319103845
14,2.869163501913406,15,42,0.11957922563110523,0.19557977596124734,0.2655161973963064
15,2.859189338796459,15,42,0.1096256861817249,0.19557977596124734,0.2655161973963064
16,2.8414820249780814,15,42,0.10982577895949029,0.1952770208900999,0.26218589161368455
17,2.800291953817094,15,42,0.15444078268785127,0.14108386315470783,0.20859824402058735
18,2.6962255893853557,15,42,0.17930904287584626,0.10596427490160461,0.21586436572812595
19,2.6639931736575733,15,42,0.17624971673241077,0.10263396911898275,0.21313957008779896
2,1.410185126506995,2,52,0.516176378908785,0.6194368755676658,0.29125037844383894
3,0.9650121903729514,2,52,0.6135649561550229,0.5052982137450802,0.29851650015137754
4,0.8529752313434065,2,52,0.590071065393051,0.4998486224644263,0.2724795640326976
5,0.7341865334615687,2,52,0.5725392327581602,0.4983348471086891,0.2670299727520436
6,0.7324600273854474,2,52,0.5084954434260016,0.4943990311837723,0.2503784438389343
7,0.6710256983236812,2,52,0.5015233534056485,0.4838026036936119,0.24553436270057524
8,0.6581213063329879,2,52,0.4913190933064914,0.4838026036936119,0.24553436270057524
9,0.6064845166226442,2,52,0.46062599368933155,0.4259763851044505,0.25370874962155615
10,0.5680002858727758,2,52,0.35196298017311384,0.37571904329397515,0.24069028156221617
11,0.563295589399383,2,52,0.3617455776101007,0.37571904329397515,0.23796548592188918
12,0.4750232084348667,2,52,0.35996133664484553,0.37571904329397515,0.23766273085074174
